name,year_start,year_end,position,height,weight
Alan Hardy,1981.0,1982.0,F,06-07,195.0
Darrell Hardy,1968.0,1968.0,F,06-07,220.0
James Hardy,1979.0,1982.0,F-C,06-08,220.0
Ira Harge,1968.0,1973.0,C,06-09,225.0
John Hargis,1950.0,1951.0,G-F,06-02,180.0
Maurice Harkless,2013.0,2018.0,F-G,06-09,215.0
Jerry Harkness,1964.0,1969.0,G,06-02,175.0
Skip Harlicka,1969.0,1969.0,G,06-01,185.0
Jerome Harmon,1995.0,1995.0,G,06-04,190.0
Derek Harper,1984.0,1999.0,G,06-04,185.0
Justin Harper,2012.0,2017.0,F,06-10,225.0
Mike Harper,1981.0,1982.0,C-F,06-10,195.0
Ron Harper,1987.0,2001.0,G-F,06-06,185.0
Matt Harpring,1999.0,2009.0,F,06-07,231.0
Montrezl Harrell,2016.0,2018.0,F-C,06-08,240.0
Josh Harrellson,2012.0,2014.0,C,06-10,275.0
Adam Harrington,2003.0,2003.0,G,06-05,200.0
Al Harrington,1999.0,2014.0,F,06-09,230.0
Junior Harrington,2003.0,2007.0,G,06-04,180.0
Othella Harrington,1997.0,2008.0,F-C,06-09,235.0
Art Harris,1969.0,1972.0,G,06-04,185.0
Bernie Harris,1975.0,1975.0,F,06-10,200.0
Billy Harris,1975.0,1975.0,G,06-02,185.0
Bob Harris,1950.0,1954.0,F-C,06-07,195.0
Chris Harris,1956.0,1956.0,G,06-03,190.0
Devin Harris,2005.0,2018.0,G,06-03,192.0
Elias Harris,2014.0,2014.0,F,06-08,239.0
Gary Harris,2015.0,2018.0,G,06-04,210.0
Joe Harris,2015.0,2018.0,G,06-06,219.0
Lucious Harris,1994.0,2005.0,G,06-05,190.0
Manny Harris,2011.0,2017.0,G,06-05,185.0
Mike Harris,2008.0,2014.0,F,06-06,240.0
Steve Harris,1986.0,1990.0,G,06-05,195.0
Terrel Harris,2012.0,2013.0,G,06-05,190.0
Tobias Harris,2012.0,2018.0,F,06-09,235.0
Tony Harris,1991.0,1995.0,G,06-03,190.0
Aaron Harrison,2016.0,2017.0,G,06-06,210.0
Andrew Harrison,2017.0,2018.0,G,06-06,213.0
Bob Harrison,1950.0,1958.0,G,06-01,190.0
David Harrison,2005.0,2008.0,C,7-0,280.0
Jason Hart,2001.0,2010.0,G,06-03,185.0
Josh Hart,2018.0,2018.0,G,06-05,209.0
Antonio Harvey,1994.0,2003.0,F-C,06-11,225.0
Donnell Harvey,2001.0,2005.0,F,06-08,220.0
Scott Haskin,1994.0,1994.0,C-F,06-11,250.0
Clem Haskins,1968.0,1976.0,G,06-03,195.0
Udonis Haslem,2004.0,2018.0,F-C,06-08,235.0
Trenton Hassell,2002.0,2010.0,G,06-05,200.0
Billy Hassett,1950.0,1951.0,G,05-11,180.0
Joe Hassett,1978.0,1983.0,G,06-05,180.0
Scott Hastings,1983.0,1993.0,F-C,06-10,235.0
Kirk Haston,2002.0,2003.0,F,06-09,242.0
Vern Hatton,1959.0,1962.0,G,06-03,195.0
John Havlicek,1963.0,1978.0,F-G,06-05,203.0
Spencer Hawes,2008.0,2017.0,C-F,07-01,245.0
Steve Hawes,1975.0,1984.0,C-F,06-09,220.0
Connie Hawkins,1968.0,1976.0,F-C,06-08,210.0
Hersey Hawkins,1989.0,2001.0,G,06-03,190.0
Juaquin Hawkins,2003.0,2003.0,G-F,06-07,220.0
Marshall Hawkins,1950.0,1950.0,F,06-03,205.0
Michael Hawkins,1997.0,2001.0,G,6-0,178.0
Robert Hawkins,1976.0,1979.0,G,06-04,190.0
Tom Hawkins,1960.0,1969.0,F,06-05,210.0
Nate Hawthorne,1974.0,1976.0,G,06-04,190.0
Chuck Hayes,2006.0,2016.0,F-C,06-06,240.0
Elvin Hayes,1969.0,1984.0,F-C,06-09,235.0
Jarvis Hayes,2004.0,2010.0,F,06-07,220.0
Jim Hayes,1971.0,1971.0,G,06-03,200.0
Steve Hayes,1982.0,1986.0,C,7-0,205.0
Gordon Hayward,2011.0,2018.0,F-G,06-08,226.0
Lazar Hayward,2011.0,2013.0,F,06-06,225.0
Brendan Haywood,2002.0,2015.0,C,7-0,268.0
Spencer Haywood,1970.0,1983.0,F-C,06-08,225.0
John Hazen,1949.0,1949.0,G,06-02,172.0
Walt Hazzard,1965.0,1974.0,G,06-02,185.0
Luther Head,2006.0,2011.0,G,06-03,185.0
Shane Heal,1997.0,2004.0,G,6-0,180.0
Brian Heaney,1970.0,1970.0,G,06-02,180.0
Gar Heard,1971.0,1981.0,F,06-06,219.0
Herm Hedderick,1955.0,1955.0,G,06-05,170.0
Alvin Heggs,1996.0,1996.0,F,06-08,225.0
Tom Heinsohn,1957.0,1965.0,F-C,06-07,218.0
Dick Hemric,1956.0,1957.0,F,06-06,220.0
Alan Henderson,1996.0,2007.0,F,06-09,235.0
Cedric Henderson,1987.0,1987.0,F,06-08,210.0
Dave Henderson,1988.0,1988.0,G,06-05,195.0
Gerald Henderson,1980.0,1992.0,G,06-02,175.0
J.R. Henderson,1999.0,1999.0,F,06-08,226.0
Jerome Henderson,1986.0,1987.0,C-F,06-11,230.0
Kevin Henderson,1987.0,1988.0,G,06-04,195.0
Tom Henderson,1975.0,1983.0,G,06-03,190.0
Mark Hendrickson,1997.0,2000.0,F,06-09,220.0
Larry Hennessy,1956.0,1957.0,G,06-03,185.0
Don Henriksen,1953.0,1955.0,F-C,06-07,225.0
Al Henry,1971.0,1972.0,C,06-09,190.0
Bill Henry,1949.0,1950.0,C,06-09,215.0
Carl Henry,1986.0,1986.0,G,06-06,205.0
Conner Henry,1987.0,1988.0,G,06-07,195.0
Skeeter Henry,1994.0,1994.0,G,06-07,190.0
Xavier Henry,2011.0,2015.0,G,06-06,220.0
John Henson,2013.0,2018.0,C-F,06-11,229.0
Steve Henson,1991.0,1999.0,G,05-11,177.0
Charles Hentz,1971.0,1971.0,F,06-05,210.0
Bill Herman,1950.0,1950.0,G,06-03,170.0
Kleggie Hermsen,1947.0,1953.0,C-F,06-09,225.0
Juan Hernangomez,2017.0,2018.0,F,06-09,230.0
Willy Hernangomez,2017.0,2018.0,C,06-11,240.0
Chris Herren,2000.0,2001.0,G,06-02,197.0
Carl Herrera,1992.0,1999.0,F,06-09,215.0
Walter Herrmann,2007.0,2009.0,F,06-09,225.0
Keith Herron,1979.0,1982.0,G-F,06-06,195.0
Sonny Hertzberg,1947.0,1951.0,G,05-10,175.0
Dan Hester,1971.0,1971.0,F,06-08,210.0
Fred Hetzel,1966.0,1971.0,F-C,06-08,220.0
Bill Hewitt,1969.0,1975.0,F,06-07,210.0
Jack Hewson,1948.0,1948.0,F-C,06-06,195.0
Art Heyman,1964.0,1970.0,F-G,06-05,205.0
Mario Hezonja,2016.0,2018.0,F-G,06-08,215.0
Roy Hibbert,2009.0,2017.0,C,07-02,270.0
Nat Hickey,1948.0,1948.0,G-F,05-11,180.0
Phil Hicks,1977.0,1979.0,F,06-07,205.0
J.J. Hickson,2009.0,2016.0,F-C,06-09,242.0
Buddy Hield,2017.0,2018.0,G,06-04,214.0
Bill Higgins,1975.0,1975.0,G,06-02,180.0
Cory Higgins,2012.0,2013.0,G,06-05,180.0
Earle Higgins,1971.0,1971.0,F,06-08,195.0
Mike Higgins,1990.0,1991.0,F,06-09,220.0
Rod Higgins,1983.0,1995.0,F,06-07,200.0
Sean Higgins,1991.0,1998.0,G-F,06-09,205.0
Kenny Higgs,1979.0,1982.0,G,6-0,180.0
Johnny High,1980.0,1984.0,G,06-03,185.0
Wayne Hightower,1963.0,1972.0,F-C,06-08,192.0
Nene Hilario,2003.0,2018.0,F-C,06-11,250.0
Armond Hill,1977.0,1984.0,G,06-04,190.0
Cleo Hill,1962.0,1962.0,G,06-01,185.0
Gary Hill,1964.0,1965.0,G,06-04,185.0
George Hill,2009.0,2018.0,G,06-03,188.0
Grant Hill,1995.0,2013.0,F-G,06-08,225.0
Jordan Hill,2010.0,2017.0,C-F,06-10,235.0
Simmie Hill,1970.0,1974.0,F,06-07,233.0
Solomon Hill,2014.0,2017.0,F,06-07,225.0
Steven Hill,2009.0,2009.0,C,7-0,248.0
Tyrone Hill,1991.0,2004.0,F,06-09,240.0
Art Hillhouse,1947.0,1948.0,C,06-07,220.0
Darrun Hilliard,2016.0,2018.0,G,06-06,205.0
Darnell Hillman,1972.0,1980.0,F-C,06-09,215.0
Fred Hilton,1972.0,1973.0,G-F,06-03,185.0
Kirk Hinrich,2004.0,2016.0,G,06-04,190.0
Roy Hinson,1984.0,1991.0,F-C,06-09,210.0
Mel Hirsch,1947.0,1947.0,G,05-06,165.0
Lew Hitch,1952.0,1957.0,F-C,06-08,200.0
Robert Hite,2007.0,2007.0,G,06-02,184.0
Darington Hobson,2012.0,2012.0,G,06-07,210.0
Donald Hodge,1992.0,1996.0,C,7-0,230.0
Julius Hodge,2006.0,2007.0,G,06-07,210.0
Craig Hodges,1983.0,1992.0,G,06-02,190.0
Charlie Hoefer,1947.0,1948.0,G,05-09,158.0
Paul Hoffman,1948.0,1955.0,G-F,06-02,195.0
Bob Hogsett,1967.0,1968.0,F,06-07,230.0
Paul Hogue,1963.0,1964.0,C,06-09,240.0
Fred Hoiberg,1996.0,2005.0,G,06-04,203.0
Doug Holcomb,1949.0,1949.0,F,06-04,200.0
Randy Holcomb,2006.0,2006.0,F,06-09,225.0
Jrue Holiday,2010.0,2018.0,G,06-04,205.0
Justin Holiday,2013.0,2018.0,G,06-06,185.0
Brad Holland,1980.0,1982.0,G,06-03,180.0
Joe Holland,1950.0,1952.0,F,06-04,185.0
John Holland,2018.0,2018.0,G-F,06-05,205.0
Wilbur Holland,1976.0,1979.0,G,6-0,175.0
Lionel Hollins,1976.0,1985.0,G,06-03,185.0
Ryan Hollins,2007.0,2016.0,C,7-0,240.0
Essie Hollis,1979.0,1979.0,F,06-06,195.0
Rondae Hollis-Jefferson,2016.0,2018.0,F,06-07,220.0
Dennis Holman,1968.0,1968.0,G,06-03,175.0
Richaun Holmes,2016.0,2018.0,F-C,06-10,245.0
Jim Holstein,1953.0,1956.0,F-G,06-03,180.0
A.W. Holt,1971.0,1971.0,F,06-07,210.0
Mike Holton,1985.0,1990.0,G,06-04,185.0
Dick Holub,1948.0,1948.0,C,06-06,205.0
Joe Holup,1957.0,1959.0,F,06-06,215.0
Red Holzman,1949.0,1954.0,G,05-10,175.0
Jerald Honeycutt,1998.0,1999.0,F-G,06-09,245.0
Tyler Honeycutt,2012.0,2013.0,F,06-08,188.0
Derek Hood,2000.0,2000.0,F,06-08,222.0
Rodney Hood,2015.0,2018.0,G-F,06-08,206.0
Bobby Hooper,1969.0,1969.0,G,6-0,180.0
Carroll Hooser,1968.0,1968.0,F,06-07,230.0
Tom Hoover,1964.0,1969.0,C,06-09,230.0
Bob Hopkins,1957.0,1960.0,C-F,06-08,205.0
Dave Hoppen,1988.0,1993.0,C-F,06-11,235.0
Dennis Hopson,1988.0,1992.0,G-F,06-05,200.0
Scotty Hopson,2014.0,2014.0,G,06-07,204.0
Johnny Horan,1956.0,1956.0,F,06-08,190.0
Cedrick Hordges,1981.0,1982.0,F-C,06-08,220.0
Al Horford,2008.0,2018.0,C-F,06-10,245.0
Tito Horford,1989.0,1994.0,C,07-01,245.0
Ron Horn,1962.0,1968.0,F,06-07,220.0
Jeff Hornacek,1987.0,2000.0,G,06-03,190.0
Dennis Horner,2012.0,2012.0,F,06-09,230.0
Robert Horry,1993.0,2008.0,F,06-09,220.0
Ed Horton,1990.0,1990.0,F,06-08,230.0
Bill Hosket,1969.0,1972.0,F-C,06-08,225.0
Bob Houbregs,1954.0,1958.0,C-F,06-07,210.0
Danuel House,2017.0,2018.0,G,06-07,207.0
Eddie House,2001.0,2011.0,G,06-01,180.0
Allan Houston,1994.0,2005.0,G,06-06,200.0
Byron Houston,1993.0,1996.0,F,06-05,250.0
Tom Hovasse,1995.0,1995.0,F,06-08,205.0
Brian Howard,1992.0,1993.0,F,06-06,204.0
Dwight Howard,2005.0,2018.0,C,06-11,265.0
Greg Howard,1971.0,1972.0,F-C,06-09,215.0
Josh Howard,2004.0,2013.0,F-G,06-07,210.0
Juwan Howard,1995.0,2013.0,F,06-09,240.0
Mo Howard,1977.0,1977.0,G,06-02,170.0
Otis Howard,1979.0,1979.0,F,06-07,220.0
Stephen Howard,1993.0,1998.0,F,06-09,225.0
Bailey Howell,1960.0,1971.0,F,06-07,210.0
Bob Hubbard,1948.0,1949.0,C-F,06-06,215.0
Phil Hubbard,1980.0,1989.0,F-C,06-08,215.0
Lester Hudson,2010.0,2015.0,G,06-03,190.0
Lou Hudson,1967.0,1979.0,F-G,06-05,210.0
Troy Hudson,1998.0,2008.0,G,06-01,170.0
Marcelo Huertas,2016.0,2017.0,G,06-03,200.0
Josh Huestis,2016.0,2018.0,F,06-07,230.0
Nate Huffman,2003.0,2003.0,C,07-01,245.0
Alfredrick Hughes,1986.0,1986.0,F-G,06-05,215.0
Eddie Hughes,1988.0,1990.0,G,05-10,165.0
Kim Hughes,1976.0,1981.0,C,06-11,220.0
Larry Hughes,1999.0,2012.0,G,06-05,184.0
Rick Hughes,2000.0,2000.0,F,06-09,235.0
Robbie Hummel,2014.0,2015.0,F,06-08,215.0
John Hummer,1971.0,1976.0,F-C,06-09,230.0
Ryan Humphrey,2003.0,2005.0,F,06-08,235.0
Jay Humphries,1985.0,1995.0,G,06-03,185.0
Kris Humphries,2005.0,2017.0,F-C,06-09,235.0
Hot Rod Hundley,1958.0,1963.0,G,06-04,185.0
Brandon Hunter,2004.0,2005.0,F,06-07,260.0
Cedric Hunter,1992.0,1992.0,G,6-0,180.0
Chris Hunter,2010.0,2010.0,F,06-11,240.0
Les Hunter,1965.0,1973.0,F-C,06-07,210.0
Lindsey Hunter,1994.0,2010.0,G,06-02,170.0
Othello Hunter,2009.0,2010.0,F,06-08,225.0
R.J. Hunter,2016.0,2017.0,G,06-05,185.0
Steven Hunter,2002.0,2010.0,C,7-0,220.0
Vince Hunter,2018.0,2018.0,F,06-08,208.0
Bobby Hurley,1994.0,1998.0,G,6-0,165.0
Roy Hurley,1947.0,1947.0,F-G,06-02,170.0
Geoff Huston,1980.0,1987.0,G,06-02,175.0
Paul Huston,1948.0,1948.0,F,06-03,175.0
Mel Hutchins,1952.0,1958.0,F-C,06-06,200.0
Joe Hutton,1951.0,1952.0,G,06-01,170.0
Greg Hyder,1971.0,1971.0,F,06-06,215.0
Marc Iavaroni,1983.0,1989.0,F,06-08,210.0
Serge Ibaka,2010.0,2018.0,F-C,06-10,235.0
Andre Iguodala,2005.0,2018.0,G-F,06-06,215.0
Zydrunas Ilgauskas,1998.0,2011.0,C,07-03,238.0
Mile Ilic,2007.0,2007.0,C,07-01,230.0
Didier Ilunga-Mbenga,2005.0,2011.0,C,7-0,245.0
Ersan Ilyasova,2007.0,2018.0,F,06-10,235.0
Darrall Imhoff,1961.0,1972.0,C,06-10,220.0
Tom Ingelsby,1974.0,1976.0,G,06-03,180.0
Joe Ingles,2015.0,2018.0,F-G,06-08,226.0
Damien Inglis,2016.0,2016.0,F,06-08,246.0
Brandon Ingram,2017.0,2018.0,F,06-09,190.0
McCoy Ingram,1958.0,1958.0,F,06-08,210.0
Ervin Inniger,1968.0,1969.0,G,06-04,190.0
Byron Irvin,1990.0,1993.0,G,06-05,190.0
George Irvine,1971.0,1976.0,F-G,06-06,200.0
Kyrie Irving,2012.0,2018.0,G,06-03,193.0
Jonathan Isaac,2018.0,2018.0,F,06-10,210.0
Dan Issel,1971.0,1985.0,C-F,06-09,235.0
Mike Iuzzolino,1992.0,1993.0,G,05-10,175.0
Allen Iverson,1997.0,2010.0,G,6-0,165.0
Willie Iverson,1969.0,1969.0,G,6-0,180.0
Royal Ivey,2005.0,2014.0,G,06-03,200.0
Elvin Ivory,1969.0,1969.0,F,06-08,210.0
Wesley Iwundu,2018.0,2018.0,F,06-07,193.0
Warren Jabali,1969.0,1975.0,G-F,06-02,200.0
Jarrett Jack,2006.0,2018.0,G,06-03,200.0
Al Jackson,1968.0,1968.0,G,06-01,185.0
Bobby Jackson,1998.0,2009.0,G,06-01,185.0
Cedric Jackson,2010.0,2010.0,G,06-03,191.0
Darnell Jackson,2009.0,2011.0,F,06-09,253.0
Demetrius Jackson,2017.0,2018.0,G,06-01,201.0
Greg Jackson,1975.0,1975.0,G,6-0,180.0
Jaren Jackson,1990.0,2002.0,G-F,06-04,190.0
Jermaine Jackson,2000.0,2006.0,G,06-04,204.0
Jim Jackson,1993.0,2006.0,G,06-06,220.0
Josh Jackson,2018.0,2018.0,F-G,06-08,207.0
Justin Jackson,2018.0,2018.0,G-F,06-08,200.0
Luke Jackson,1965.0,1972.0,F-C,06-09,240.0
Marc Jackson,2001.0,2007.0,C,06-10,270.0
Mark Jackson,1988.0,2004.0,G,06-01,180.0
Mervin Jackson,1969.0,1973.0,G,06-03,175.0
Michael Jackson,1988.0,1990.0,G,06-02,183.0
Mike Jackson,1973.0,1976.0,F,06-07,215.0
Myron Jackson,1987.0,1987.0,G,06-03,185.0
Phil Jackson,1968.0,1980.0,F-C,06-08,220.0
Pierre Jackson,2017.0,2017.0,G,05-10,180.0
Ralph Jackson,1985.0,1985.0,G,06-02,190.0
Randell Jackson,1999.0,2000.0,F,06-11,215.0
Reggie Jackson,2012.0,2018.0,G,06-03,208.0
Stanley Jackson,1994.0,1994.0,G,06-03,185.0
Stephen Jackson,2001.0,2014.0,F-G,06-08,218.0
Tony Jackson,1968.0,1969.0,F-G,06-04,200.0
Tracy Jackson,1982.0,1984.0,G-F,06-06,205.0
Wardell Jackson,1975.0,1975.0,F,06-07,200.0
Fred Jacobs,1947.0,1947.0,F,06-03,175.0
Casey Jacobsen,2003.0,2008.0,G-F,06-06,215.0
Sam Jacobson,1999.0,2001.0,G-F,06-04,215.0
Dave Jamerson,1991.0,1994.0,G-F,06-05,190.0
Aaron James,1975.0,1979.0,F,06-08,210.0
Bernard James,2013.0,2015.0,C,06-10,240.0
Billy James,1974.0,1974.0,G,06-03,185.0
Damion James,2011.0,2014.0,G-F,06-07,225.0
Gene James,1949.0,1951.0,F,06-04,180.0
Henry James,1991.0,1998.0,F,06-08,220.0
Jerome James,1999.0,2009.0,C,7-0,300.0
LeBron James,2004.0,2018.0,F-G,06-08,250.0
Mike James,2002.0,2014.0,G,06-02,188.0
Tim James,2000.0,2002.0,F,06-07,212.0
Antawn Jamison,1999.0,2014.0,F,06-08,223.0
Harold Jamison,2000.0,2002.0,F,06-08,260.0
John Janisch,1947.0,1948.0,F-G,06-03,200.0
Howie Janotta,1950.0,1950.0,F,06-03,185.0
Marko Jaric,2003.0,2009.0,G,06-07,198.0
Tony Jaros,1947.0,1951.0,F-G,06-03,185.0
Jim Jarvis,1968.0,1969.0,G,06-01,175.0
Sarunas Jasikevicius,2006.0,2007.0,G,06-04,195.0
Nathan Jawai,2009.0,2010.0,C-F,06-10,280.0
Buddy Jeannette,1948.0,1950.0,G,05-11,175.0
Abdul Jeelani,1980.0,1981.0,F-C,06-08,210.0
Chris Jefferies,2003.0,2004.0,G-F,06-08,225.0
Othyus Jeffers,2010.0,2014.0,G,06-05,200.0
Al Jefferson,2005.0,2018.0,C-F,06-10,289.0
Cory Jefferson,2015.0,2016.0,F,06-09,218.0
Dontell Jefferson,2009.0,2009.0,G,06-05,195.0
Richard Jefferson,2002.0,2018.0,F,06-07,233.0
Jared Jeffries,2003.0,2013.0,F,06-11,230.0
Charles Jenkins,2012.0,2013.0,G,06-03,220.0
Horace Jenkins,2005.0,2005.0,G,06-01,180.0
John Jenkins,2013.0,2017.0,G,06-04,215.0
Brandon Jennings,2010.0,2017.0,G,06-01,170.0
Keith Jennings,1993.0,1995.0,G,05-07,160.0
Chris Jent,1994.0,1997.0,F,06-07,220.0
Les Jepsen,1991.0,1992.0,C,7-0,237.0
Jonas Jerebko,2010.0,2018.0,F,06-10,231.0
Grant Jerrett,2015.0,2015.0,F,06-10,235.0
Eugene Jeter,2011.0,2011.0,G,05-11,175.0
Hal Jeter,1970.0,1970.0,G,06-03,190.0
Yi Jianlian,2008.0,2012.0,F,7-0,240.0
Britton Johnsen,2004.0,2005.0,F,06-10,210.0
Alexander Johnson,2007.0,2008.0,F,06-09,240.0
Amir Johnson,2006.0,2018.0,F-C,06-09,240.0
Andy Johnson,1959.0,1962.0,F-G,06-05,215.0
Anthony Johnson,1998.0,2010.0,G,06-03,190.0
Armon Johnson,2011.0,2012.0,G,06-03,195.0
Arnie Johnson,1949.0,1953.0,F-C,06-05,236.0
Avery Johnson,1989.0,2004.0,G,05-10,175.0
Brice Johnson,2017.0,2018.0,F,06-10,230.0
Buck Johnson,1987.0,1993.0,F,06-07,190.0
Carldell Johnson,2012.0,2012.0,G,05-10,180.0
Charles Johnson,1973.0,1979.0,G,6-0,170.0
Cheese Johnson,1980.0,1980.0,F-G,06-06,195.0
Chris Johnson,2011.0,2013.0,C,06-11,210.0
Clay Johnson,1982.0,1984.0,G,06-04,175.0
Clemon Johnson,1979.0,1988.0,C-F,06-10,240.0
Dakari Johnson,2018.0,2018.0,C,7-0,255.0
Darryl Johnson,1996.0,1996.0,G,06-01,170.0
Dave Johnson,1993.0,1994.0,G-F,06-07,210.0
DeMarco Johnson,2000.0,2000.0,F,06-09,245.0
Dennis Johnson,1977.0,1990.0,G,06-04,185.0
DerMarr Johnson,2001.0,2008.0,F,06-09,201.0
Ed Johnson,1969.0,1971.0,C,06-08,205.0
Eddie Johnson,1978.0,1987.0,G,06-02,180.0
Eric Johnson,1990.0,1990.0,G,06-02,205.0
Ervin Johnson,1994.0,2006.0,C,06-11,245.0
Frank Johnson,1982.0,1994.0,G,06-01,185.0
George Johnson,1971.0,1974.0,C,06-11,245.0
Gus Johnson,1964.0,1973.0,F-C,06-06,230.0
Harold Johnson,1947.0,1947.0,C,06-06,240.0
Ivan Johnson,2012.0,2013.0,F,06-08,230.0
JaJuan Johnson,2012.0,2012.0,F,06-10,221.0
James Johnson,2010.0,2018.0,F,06-09,250.0
Joe Johnson,2002.0,2018.0,G-F,06-07,240.0
John Johnson,1971.0,1982.0,F,06-07,200.0
Kannard Johnson,1988.0,1988.0,F,06-09,220.0
Ken Johnson,1986.0,1986.0,F,06-08,240.0
Kevin Johnson,1988.0,2000.0,G,06-01,180.0
Larry Johnson,1978.0,1978.0,G,06-03,205.0
Lee Johnson,1981.0,1981.0,F,06-11,205.0
Linton Johnson,2004.0,2009.0,F,06-08,205.0
Magic Johnson,1980.0,1996.0,G-F,06-09,215.0
Marques Johnson,1978.0,1990.0,F-G,06-07,218.0
Mickey Johnson,1975.0,1986.0,F,06-10,190.0
Neil Johnson,1967.0,1973.0,F-C,06-07,220.0
Nick Johnson,2015.0,2015.0,G,06-03,202.0
Ollie Johnson,1973.0,1982.0,F,06-06,200.0
Orlando Johnson,2013.0,2016.0,G,06-05,220.0
Ralph Johnson,1950.0,1953.0,G,05-11,170.0
Reggie Johnson,1981.0,1984.0,F-C,06-09,205.0
Rich Johnson,1969.0,1971.0,C,06-07,210.0
Ron Johnson,1961.0,1961.0,F,06-08,215.0
Stanley Johnson,2016.0,2018.0,F,06-07,245.0
Steffond Johnson,1987.0,1987.0,F,06-08,240.0
Steve Johnson,1982.0,1991.0,C-F,06-10,235.0
Stew Johnson,1968.0,1976.0,F-C,06-08,220.0
Trey Johnson,2009.0,2012.0,G,06-05,218.0
Tyler Johnson,2015.0,2018.0,G,06-04,186.0
Vinnie Johnson,1980.0,1992.0,G,06-02,200.0
Wesley Johnson,2011.0,2018.0,F-G,06-07,215.0
Darius Johnson-Odom,2013.0,2014.0,G,06-02,215.0
Nate Johnston,1990.0,1990.0,F,06-08,210.0
Neil Johnston,1952.0,1959.0,C,06-08,210.0
Jim Johnstone,1983.0,1983.0,C-F,06-11,245.0
Nikola Jokic,2016.0,2018.0,C-F,06-10,250.0
Howie Jolliff,1961.0,1963.0,F-C,06-07,218.0
Alvin Jones,2002.0,2002.0,C,06-11,265.0
Anthony Jones,1987.0,1990.0,G-F,06-06,195.0
Askia Jones,1995.0,1995.0,G,06-05,200.0
Bill Jones,1989.0,1989.0,F,06-07,175.0
Bobby Jones,1975.0,1986.0,F,06-09,210.0
Caldwell Jones,1974.0,1990.0,C-F,06-11,217.0
Charles Jones,1984.0,1998.0,F-C,06-09,215.0
Collis Jones,1972.0,1975.0,F,06-07,203.0
Dahntay Jones,2004.0,2017.0,G-F,06-06,225.0
Damian Jones,2017.0,2018.0,F-C,7-0,245.0
Damon Jones,1999.0,2009.0,G,06-03,185.0
DeQuan Jones,2013.0,2013.0,F,06-08,221.0
Derrick Jones,2017.0,2018.0,F,06-07,190.0
Dominique Jones,2011.0,2013.0,G,06-04,215.0
Dontae' Jones,1998.0,1998.0,F,06-08,220.0
Dwayne Jones,2006.0,2010.0,F-C,06-11,250.0
Dwight Jones,1974.0,1983.0,F-C,06-10,210.0
Earl Jones,1985.0,1986.0,C,7-0,210.0
Eddie Jones,1995.0,2008.0,G-F,06-06,190.0
Edgar Jones,1981.0,1986.0,F-C,06-10,225.0
Fred Jones,2003.0,2009.0,G-F,06-04,210.0
Hutch Jones,1983.0,1984.0,F,06-08,190.0
Jake Jones,1972.0,1972.0,G,06-03,180.0
Jalen Jones,2018.0,2018.0,G,06-07,223.0
James Jones,2004.0,2017.0,F-G,06-08,218.0
Jimmy Jones,1968.0,1977.0,G,06-04,188.0
Johnny Jones,1968.0,1969.0,F,06-07,205.0
Jumaine Jones,2000.0,2007.0,F,06-08,218.0
K.C. Jones,1959.0,1967.0,G,06-01,200.0
Kevin Jones,2013.0,2013.0,F,06-08,251.0
Larry Jones,1965.0,1974.0,G-F,06-02,180.0
Major Jones,1980.0,1985.0,F,06-09,225.0
Mark Jones,1984.0,1984.0,G,06-01,175.0
Nick Jones,1968.0,1973.0,G,06-02,190.0
Ozell Jones,1985.0,1986.0,C-F,06-11,235.0
Perry Jones,2013.0,2015.0,F,06-11,235.0
Popeye Jones,1994.0,2004.0,F,06-08,250.0
Rich Jones,1970.0,1977.0,F-C,06-06,220.0
Robin Jones,1977.0,1978.0,F-C,06-09,225.0
Sam Jones,1958.0,1969.0,G-F,06-04,198.0
Shelton Jones,1989.0,1989.0,F,06-09,210.0
Solomon Jones,2007.0,2014.0,F,06-10,230.0
Steve Jones,1968.0,1976.0,G-F,06-05,205.0
Terrence Jones,2013.0,2017.0,F,06-09,252.0
Tyus Jones,2016.0,2018.0,G,06-02,195.0
Wah Wah Jones,1950.0,1952.0,F,06-04,225.0
Wali Jones,1965.0,1976.0,G,06-02,180.0
Wil Jones,1970.0,1978.0,F,06-08,205.0
Willie Jones,1961.0,1965.0,G,06-03,185.0
Adonis Jordan,1994.0,1999.0,G,05-11,170.0
Charles Jordan,1976.0,1976.0,F,06-08,220.0
DeAndre Jordan,2009.0,2018.0,C,06-11,265.0
Eddie Jordan,1978.0,1984.0,G,06-01,170.0
Jerome Jordan,2012.0,2015.0,C,7-0,253.0
Michael Jordan,1985.0,2003.0,G-F,06-06,195.0
Reggie Jordan,1994.0,2000.0,G,06-04,195.0
Thomas Jordan,1993.0,1993.0,F-C,06-10,220.0
Walter Jordan,1981.0,1981.0,F,06-07,198.0
Phil Jordon,1957.0,1963.0,C-F,06-10,205.0
Johnny Jorgensen,1948.0,1949.0,G-F,06-02,185.0
Noble Jorgensen,1947.0,1953.0,C,06-09,228.0
Roger Jorgensen,1947.0,1947.0,C-F,06-05,200.0
Cory Joseph,2012.0,2018.0,G,06-03,193.0
Garth Joseph,2001.0,2001.0,C,07-02,315.0
Kris Joseph,2013.0,2013.0,F,06-07,210.0
Yvon Joseph,1986.0,1986.0,C,06-11,245.0
Kevin Joyce,1974.0,1976.0,G,06-03,190.0
Butch Joyner,1969.0,1969.0,F,06-05,200.0
